Implementing agency,Sourcing Agency,Local partner agency,Agency / Local contact name,Agency / Local contact email,Agency / Local contact phone #,District,VDC / Municipalities,Municipal Ward,Action type,Action description,Targeting,# Items / # Man-hours / NPR,Total Number Households,Average cost per households (NPR),Female headed households,Vulnerable Caste / Ethnicity households ,Activity Status,Start date,Completion Date,Additional Comments,Last Update,Priority,Hard to Reach Access Methods,Shelter Cluster Hub,District HLCIT Code,VDC / Municipality HLCIT Code,UID,UNOCHA Activity Categories
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,2,Shelter,Tarpaulin,,150,75,8100,,,Completed,,23/05/2015,Gayangyul,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok2ShelterTarpaulin15075,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,3,Shelter,Tarpaulin,,160,80,8100,,,Completed,,23/05/2015,Setagyang,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok3ShelterTarpaulin16080,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,8,Shelter,Tarpaulin,,176,88,8100,,,Completed,,23/05/2015,"Kamigaun, Komrang, Bhirkuna, Simpani",28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok8ShelterTarpaulin17688,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,24,12,8100,,,Completed,,23/05/2015,Lamdo,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin2412,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,6,Shelter,Tarpaulin,All / Blanket,260,130,8100,,,Completed,,23/05/2015,Malamchigyan,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok6ShelterTarpaulin260130,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,9,Shelter,Tarpaulin,,26,13,8100,,,Completed,,23/05/2015,Kakani,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok9ShelterTarpaulin2613,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,300,150,8100,,,Completed,,23/05/2015,Sarkatili,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin300150,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,8,Shelter,Tarpaulin,,30,15,8100,,,Completed,,23/05/2015,Tshimi,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok8ShelterTarpaulin3015,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,36,18,8100,,,Completed,,23/05/2015,Pargyong,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin3618,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,38,19,8100,,,Completed,,23/05/2015,Dhakpakharka,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin3819,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,40,20,8100,,,Completed,,23/05/2015,Tapargha,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin4020,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,9,Shelter,Tarpaulin,,44,22,8100,,,Completed,,23/05/2015,Kolama,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok9ShelterTarpaulin4422,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,46,23,8100,,,Completed,,23/05/2015,Tahangsa,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin4623,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,500,250,8100,,,Completed,,23/05/2015,Millarepa Area,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin500250,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,50,25,8100,,,Completed,,23/05/2015,Haldi,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin5025,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,60,30,8100,,,Completed,,23/05/2015,Padab,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin6030,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,66,33,8100,,,Completed,,23/05/2015,Chhesgaun,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin6633,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,70,35,8100,,,Completed,,23/05/2015,Chirilaparang,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin7035,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,1,Shelter,Tarpaulin,,80,40,8100,,,Completed,,23/05/2015,Nurbughang,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok1ShelterTarpaulin8040,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,,,,Sindhupalchok,,7,Shelter,Tarpaulin,,90,45,8100,,,Completed,,23/05/2015,Kaja,28/05/2015,TRUE,,East,524 2 05 23,,Polish Humanitarian ActionISR-NEPALSindhupalchok7ShelterTarpaulin9045,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,Shelter,Tarpaulin,All / Blanket,1206,603,464,,,Completed,18/05/2015,19/05/2015,3 x UNHAS heli,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuShelterTarpaulin1206603,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,NFI,Blankets,All / Blanket,1206,603,160,,,Completed,18/05/2015,19/05/2015,3 x UNHAS heli,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuNFIBlankets1206603,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,Shelter,Tarpaulin,All / Blanket,930,465,464,,,Completed,22/05/2015,22/05/2015,2 x trucks + 4x cars (4x4),30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuShelterTarpaulin930465,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,NFI,Blankets,All / Blanket,930,465,160,,,Completed,22/05/2015,22/05/2015,2 x trucks + 4x cars (4x4),30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuNFIBlankets930465,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,Shelter,Tarpaulin,All / Blanket,568,284,464,,,Completed,20/05/2015,22/05/2015,2 x trucks,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuShelterTarpaulin568284,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,NFI,Blankets,All / Blanket,568,284,160,,,Completed,20/05/2015,22/05/2015,2 x trucks,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuNFIBlankets568284,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,Shelter,Tarpaulin,All / Blanket,420,210,464,,,Completed,21/05/2015,21/05/2015,1 x UNHAS heli,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuShelterTarpaulin420210,Distribution of Shelter Material
Polish Humanitarian Action,,ISR-NEPAL,_ukasz Skoczylas,lukasz.skoczylas,+977 986 076 2321,Sindhupalchok,Helambu,,NFI,Blankets,All / Blanket,420,210,160,,,Completed,21/05/2015,21/05/2015,1 x UNHAS heli,30/08/2015,TRUE,No road access - possible helicopter landing sites,East,524 2 05 23,524 2 05 23 5 065,Polish Humanitarian ActionISR-NEPALSindhupalchokHelambuNFIBlankets420210,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Briddim,Unknown,NFI,Mosquito Nets,Targeted group,5,5,,,5,Completed,05/06/2015,05/06/2015,"Groundsheets, mattresses, mosquito nets, solar chargers",04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,Rasuwa ReliefLangtang Valley Disaster FundRasuwaBriddimUnknownNFIMosquito Nets55,
Rasuwa Relief,,Himalayan Disaster Relief Volunteer Group,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Briddim,Unknown,Shelter,Tarpaulin,All / Blanket,150,150,,,150,Completed,05/10/2015,5-Dec-2015,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,Rasuwa ReliefHimalayan Disaster Relief Volunteer GroupRasuwaBriddimUnknownShelterTarpaulin150150,Distribution of Shelter Material
Rasuwa Relief,,Himalayan Disaster Relief Volunteer Group,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Briddim,Unknown,Shelter,Tarpaulin,All / Blanket,151,151,,,151,Completed,05/10/2015,5-Dec-2015,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,Rasuwa ReliefHimalayan Disaster Relief Volunteer GroupRasuwaBriddimUnknownShelterTarpaulin151151,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Briddim,Unknown,Shelter,Tarpaulin,Targeted group,5,5,,,5,Completed,05/06/2015,05/06/2015,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,Rasuwa ReliefLangtang Valley Disaster FundRasuwaBriddimUnknownShelterTarpaulin55,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Briddim,Unknown,Shelter,Tents,Targeted group,5,5,,,5,Completed,05/08/2015,,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 016,Rasuwa ReliefLangtang Valley Disaster FundRasuwaBriddimUnknownShelterTents55,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Gatlang,1,Shelter,Tarpaulin,Targeted group,119,119,,,119,Completed,,28/05/2015,,04/06/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 011,Rasuwa ReliefPhulmaaya FoundationRasuwaGatlang1ShelterTarpaulin119119,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Gatlang,2,Shelter,Tarpaulin,Targeted group,85,85,,,85,Completed,,28/05/2015,,04/06/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 011,Rasuwa ReliefPhulmaaya FoundationRasuwaGatlang2ShelterTarpaulin8585,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Gatlang,8,Shelter,Tarpaulin,Targeted group,50,50,,,50,Completed,,29/05/2015,,25/05/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 011,Rasuwa ReliefPhulmaaya FoundationRasuwaGatlang8ShelterTarpaulin5050,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Gatlang,4,Shelter,Tarpaulin,Targeted group,75,75,,,75,Completed,,29/05/2015,,25/05/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 011,Rasuwa ReliefPhulmaaya FoundationRasuwaGatlang4ShelterTarpaulin7575,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Haku,Unknown,NFI,Household kits (excluding tarpaulins),Targeted group,70,70,,,70,Completed,,29/05/2015,"IDPs from Haku VDC encamped at Sakule in Jibjibe VDC, Rasuwa",25/05/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 001,Rasuwa ReliefLangtang Valley Disaster FundRasuwaHakuUnknownNFIHousehold kits (excluding tarpaulins)7070,Distribution of NFI
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Haku,Unknown,Shelter,Tarpaulin,Targeted group,70,70,,,70,Completed,,29/05/2015,"IDPs from Haku VDC encamped at Sakule in Jibjibe VDC, Rasuwa",25/05/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 001,Rasuwa ReliefPhulmaaya FoundationRasuwaHakuUnknownShelterTarpaulin7070,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Langtang,Unknown,NFI,Mosquito Nets,Targeted group,30,30,,,30,Completed,05/06/2015,05/06/2015,"Groundsheets, mattresses, mosquito nets, solar chargers",04/06/2015,TRUE,No road access - possible helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 015,Rasuwa ReliefLangtang Valley Disaster FundRasuwaLangtangUnknownNFIMosquito Nets3030,
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Langtang,Unknown,Shelter,Tarpaulin,Targeted group,30,30,,,30,Completed,05/06/2015,05/06/2015,,04/06/2015,TRUE,No road access - possible helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 015,Rasuwa ReliefLangtang Valley Disaster FundRasuwaLangtangUnknownShelterTarpaulin3030,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Langtang,Unknown,Shelter,Tents,All / Blanket,1,12,,,12,Completed,05/10/2015,05/10/2015,Coordinated letter/signatures and deliver of one large inflatable Red Cross tent for 50 people,04/06/2015,TRUE,No road access - possible helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 015,Rasuwa ReliefLangtang Valley Disaster FundRasuwaLangtangUnknownShelterTents112,Distribution of Shelter Material
Rasuwa Relief,,Langtang Valley Disaster Fund,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Langtang,Unknown,Shelter,Tents,Targeted group,25,32,,,32,Completed,05/08/2015,,Seven large tents + 18 small tents: Distributed at the Yellow Gumba for Langtang IDPs,04/06/2015,TRUE,No road access - possible helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 015,Rasuwa ReliefLangtang Valley Disaster FundRasuwaLangtangUnknownShelterTents2532,Distribution of Shelter Material
Rasuwa Relief,,Action Against Hunger,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Saramthali,8,NFI,Household kits (excluding tarpaulins),All / Blanket,150,150,,,150,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 004,Rasuwa ReliefAction Against HungerRasuwaSaramthali8NFIHousehold kits (excluding tarpaulins)150150,Distribution of NFI
Rasuwa Relief,,Action Against Hunger,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Saramthali,9,NFI,Household kits (excluding tarpaulins),All / Blanket,151,151,,,151,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 004,Rasuwa ReliefAction Against HungerRasuwaSaramthali9NFIHousehold kits (excluding tarpaulins)151151,Distribution of NFI
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Saramthali,8,Shelter,Tarpaulin,All / Blanket,150,150,,,150,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 004,Rasuwa ReliefPhulmaaya FoundationRasuwaSaramthali8ShelterTarpaulin150150,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Saramthali,9,Shelter,Tarpaulin,All / Blanket,151,151,,,151,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 004,Rasuwa ReliefPhulmaaya FoundationRasuwaSaramthali9ShelterTarpaulin151151,Distribution of Shelter Material
Rasuwa Relief,,Himalayan Disaster Relief Volunteer Group,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Syaphru,9,Shelter,Tarpaulin,Targeted group,12,12,,,12,Completed,05/11/2015,05/11/2015,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 017,Rasuwa ReliefHimalayan Disaster Relief Volunteer GroupRasuwaSyaphru9ShelterTarpaulin1212,Distribution of Shelter Material
Rasuwa Relief,,Himalayan Disaster Relief Volunteer Group,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Syaphru,1,Shelter,Tarpaulin,Targeted group,15,15,,,15,Completed,05/11/2015,05/11/2015,,04/06/2015,TRUE,,Central,524 2 05 29,524 2 05 29 5 017,Rasuwa ReliefHimalayan Disaster Relief Volunteer GroupRasuwaSyaphru1ShelterTarpaulin1515,Distribution of Shelter Material
Rasuwa Relief,,Himalayan Disaster Relief Volunteer Group,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Timure,Unknown,Shelter,Tarpaulin,All / Blanket,48,48,,,48,Completed,05/10/2015,5-Dec-2015,,04/06/2015,TRUE,No road access - possibly no helicopter landing sites,Central,524 2 05 29,524 2 05 29 5 013,Rasuwa ReliefHimalayan Disaster Relief Volunteer GroupRasuwaTimureUnknownShelterTarpaulin4848,Distribution of Shelter Material
Rasuwa Relief,,Action Against Hunger,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Yarsa,9,NFI,Household kits (excluding tarpaulins),All / Blanket,35,35,,,35,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 003,Rasuwa ReliefAction Against HungerRasuwaYarsa9NFIHousehold kits (excluding tarpaulins)3535,Distribution of NFI
Rasuwa Relief,,Action Against Hunger,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Yarsa,3,NFI,Household kits (excluding tarpaulins),All / Blanket,64,64,,,64,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 003,Rasuwa ReliefAction Against HungerRasuwaYarsa3NFIHousehold kits (excluding tarpaulins)6464,Distribution of NFI
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Yarsa,3,Shelter,Tarpaulin,All / Blanket,110,110,,,110,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 003,Rasuwa ReliefPhulmaaya FoundationRasuwaYarsa3ShelterTarpaulin110110,Distribution of Shelter Material
Rasuwa Relief,,Phulmaaya Foundation,rasuwarelief@googlegroups.com,9841490705,,Rasuwa,Yarsa,9,Shelter,Tarpaulin,All / Blanket,35,35,,,35,Completed,27/05/2015,28/05/2015,,04/06/2015,TRUE,Truck access,Central,524 2 05 29,524 2 05 29 5 003,Rasuwa ReliefPhulmaaya FoundationRasuwaYarsa9ShelterTarpaulin3535,Distribution of Shelter Material
Relief International ,ECHO,ANSAB,Inge Detlefsen,inge.detlefsen@ri.org,,Sindhupalchok,Lisangkhu,8,Shelter,CGI Bundle (72ft/bundle),Targeted group,,72,22000,13,45,Completed,12/05/2015,31/08/2015,,26/09/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 020,Relief International ANSABSindhupalchokLisangkhu8ShelterCGI Bundle (72ft/bundle)72,Distribution of Shelter Material
Relief International ,ECHO,ANSAB,Inge Detlefsen,inge.detlefsen@ri.org,,Sindhupalchok,Lisangkhu,9,Shelter,CGI Bundle (72ft/bundle),Targeted group,,60,22000,16,41,Completed,12/05/2015,31/08/2015,,26/09/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 020,Relief International ANSABSindhupalchokLisangkhu9ShelterCGI Bundle (72ft/bundle)60,Distribution of Shelter Material
Relief International ,ECHO,ANSAB,Inge Detlefsen,inge.detlefsen@ri.org,,Sindhupalchok,Attarpur,4,Shelter,CGI Bundle (72ft/bundle),Targeted group,,80,22000,18,80,Completed,12/05/2015,31/08/2015,,26/09/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 022,Relief International ANSABSindhupalchokAttarpur4ShelterCGI Bundle (72ft/bundle)80,Distribution of Shelter Material
Relief International ,ECHO,ANSAB,Inge Detlefsen,inge.detlefsen@ri.org,,Sindhupalchok,Attarpur,5,Shelter,CGI Bundle (72ft/bundle),Targeted group,,44,22000,13,33,Completed,12/05/2015,31/08/2015,,26/09/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 022,Relief International ANSABSindhupalchokAttarpur5ShelterCGI Bundle (72ft/bundle)44,Distribution of Shelter Material
Relief International ,ECHO,ANSAB,Inge Detlefsen,inge.detlefsen@ri.org,,Sindhupalchok,Attarpur,6,Shelter,CGI Bundle (72ft/bundle),Targeted group,,50,22000,11,50,Completed,12/05/2015,31/08/2015,,26/09/2015,TRUE,,East,524 2 05 23,524 2 05 23 5 022,Relief International ANSABSindhupalchokAttarpur6ShelterCGI Bundle (72ft/bundle)50,Distribution of Shelter Material
